"Population by Mother tongue","Number"
"Bangla",""
"Female","73"
"Male","60"
"Bhojpuri",""
"Female","10"
"Male","13"
"Bhujel",""
"Female","8"
"Male","12"
"Gurung",""
"Female","9"
"Male","9"
"Hindi",""
"Female","10"
"Male","16"
"Jirel",""
"Female","12"
"Male","13"
"Magar",""
"Female","9"
"Male","13"
"Maithili",""
"Female","65"
"Male","132"
"Nepali",""
"Female","11898"
"Male","9864"
"Newar",""
"Female","1028"
"Male","897"
"Not Reported",""
"Female","12"
"Male","18"
"Others",""
"Female","6"
"Male","19"
"Rai",""
"Female","8"
"Male","4"
"Sherpa",""
"Female","204"
"Male","188"
"Sign Language",""
"Female","7"
"Male","4"
"Sunuwar",""
"Female","16"
"Male","19"
"Tamang",""
"Female","2372"
"Male","2086"
"Thami",""
"Female","1759"
"Male","1613"
