"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","5294"
"Electricity","0"
"Kerosene","100"
"LP Gas","11"
"Not stated","120"
"Others","15"
"Wood/Firewood","1450"
"Total","6999"
