"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","12"
"","19"
"Gurung",""
"Female","5"
"Male","6"
"","11"
"Hindi",""
"Female","12"
"Male","18"
"","30"
"Magar",""
"Female","48"
"Male","48"
"","96"
"Maithili",""
"Female","28"
"Male","71"
"","99"
"Nepali",""
"Female","9727"
"Male","9122"
"","18849"
"Newar",""
"Female","2830"
"Male","2624"
"","5454"
"Not Reported",""
"Female","22"
"Male","32"
"","54"
"Others",""
"Female","16"
"Male","23"
"","39"
"Pahari",""
"Female","11"
"Male","5"
"","16"
"Rai",""
"Female","38"
"Male","29"
"","67"
"Sunuwar",""
"Female","7"
"Male","10"
"","17"
"Tamang",""
"Female","3898"
"Male","3456"
"","7354"
"Thami",""
"Female","21"
"Male","18"
"","39"
"Tharu",""
"Female","8"
"Male","10"
"","18"
