"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","393"
"Cow Dung","3"
"Electricity Fuel","1"
"KeroseneFuel","63"
"LP Gas","2111"
"Not Sated about Fuel","234"
"OthersFuel","10"
"Wood/FireWood","4246"
"Total","7061"
