"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","7391"
"Christianity","1076"
"Hindu","25531"
"Islam","35"
"Jainism","1"
"Kirat","10"
"Prakriti","5"
"Sikhism","0"
"Undefined","93"
"Total","34142"
