"Population by Single Year of Age","Number"
"0",""
"Female","294"
"Male","300"
"1",""
"Female","223"
"Male","266"
"10",""
"Female","601"
"Male","706"
"11",""
"Female","306"
"Male","329"
"12",""
"Female","562"
"Male","603"
"13",""
"Female","417"
"Male","389"
"14",""
"Female","441"
"Male","508"
"15",""
"Female","451"
"Male","474"
"16",""
"Female","525"
"Male","506"
"17",""
"Female","362"
"Male","348"
"18",""
"Female","519"
"Male","601"
"19",""
"Female","219"
"Male","238"
"2",""
"Female","347"
"Male","390"
"20",""
"Female","565"
"Male","485"
"21",""
"Female","179"
"Male","213"
"22",""
"Female","425"
"Male","363"
"23",""
"Female","325"
"Male","217"
"24",""
"Female","317"
"Male","207"
"25",""
"Female","529"
"Male","491"
"26",""
"Female","329"
"Male","201"
"27",""
"Female","216"
"Male","211"
"28",""
"Female","543"
"Male","342"
"29",""
"Female","134"
"Male","74"
"3",""
"Female","367"
"Male","363"
"30",""
"Female","615"
"Male","497"
"31",""
"Female","98"
"Male","91"
"32",""
"Female","348"
"Male","268"
"33",""
"Female","212"
"Male","108"
"34",""
"Female","167"
"Male","92"
"35",""
"Female","449"
"Male","585"
"36",""
"Female","176"
"Male","116"
"37",""
"Female","104"
"Male","99"
"38",""
"Female","386"
"Male","185"
"39",""
"Female","93"
"Male","65"
"4",""
"Female","397"
"Male","398"
"40",""
"Female","503"
"Male","574"
"41",""
"Female","62"
"Male","67"
"42",""
"Female","198"
"Male","173"
"43",""
"Female","177"
"Male","58"
"44",""
"Female","91"
"Male","58"
"45",""
"Female","415"
"Male","543"
"46",""
"Female","86"
"Male","71"
"47",""
"Female","68"
"Male","76"
"48",""
"Female","229"
"Male","157"
"49",""
"Female","69"
"Male","35"
"5",""
"Female","451"
"Male","458"
"50",""
"Female","329"
"Male","463"
"51",""
"Female","40"
"Male","48"
"52",""
"Female","121"
"Male","94"
"53",""
"Female","100"
"Male","40"
"54",""
"Female","59"
"Male","49"
"55",""
"Female","263"
"Male","354"
"56",""
"Female","59"
"Male","83"
"57",""
"Female","67"
"Male","60"
"58",""
"Female","149"
"Male","76"
"59",""
"Female","36"
"Male","36"
"6",""
"Female","432"
"Male","426"
"60",""
"Female","334"
"Male","390"
"61",""
"Female","50"
"Male","39"
"62",""
"Female","69"
"Male","82"
"63",""
"Female","71"
"Male","35"
"64",""
"Female","36"
"Male","26"
"65",""
"Female","274"
"Male","287"
"66",""
"Female","45"
"Male","37"
"67",""
"Female","27"
"Male","33"
"68",""
"Female","70"
"Male","94"
"69",""
"Female","22"
"Male","13"
"7",""
"Female","412"
"Male","424"
"70",""
"Female","198"
"Male","253"
"71",""
"Female","12"
"Male","21"
"72",""
"Female","38"
"Male","36"
"73",""
"Female","20"
"Male","13"
"74",""
"Female","7"
"Male","14"
"75",""
"Female","123"
"Male","112"
"76",""
"Female","3"
"Male","8"
"77",""
"Female","7"
"Male","18"
"78",""
"Female","14"
"Male","9"
"79",""
"Female","2"
"Male","4"
"8",""
"Female","579"
"Male","583"
"80",""
"Female","66"
"Male","69"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","1"
"Male","4"
"83",""
"Female","3"
"Male","3"
"84",""
"Female","1"
"Male","7"
"85",""
"Female","41"
"Male","45"
"9",""
"Female","319"
"Male","337"
