"Population by Five Years Age Group","Number"
"0-4",""
"Female","1628"
"Male","1717"
"10-14",""
"Female","2327"
"Male","2535"
"15-19",""
"Female","2076"
"Male","2167"
"20-24",""
"Female","1811"
"Male","1485"
"25-29",""
"Female","1751"
"Male","1319"
"30-34",""
"Female","1440"
"Male","1056"
"35-39",""
"Female","1208"
"Male","1050"
"40-44",""
"Female","1031"
"Male","930"
"45-49",""
"Female","867"
"Male","882"
"50-54",""
"Female","649"
"Male","694"
"55-59",""
"Female","574"
"Male","609"
"5-9",""
"Female","2193"
"Male","2228"
"60-64",""
"Female","560"
"Male","572"
"65-69",""
"Female","438"
"Male","464"
"70-74",""
"Female","275"
"Male","337"
"75+",""
"Female","263"
"Male","282"
