"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","202"
"Cow Dung","1912"
"Electricity","4"
"Kerosene","45"
"LP Gas","320"
"Not stated","62"
"Others","75"
"Wood/Firewood","4013"
"Total","6633"
