"Population by Five Years Age Group","Number"
"0-4",""
"Female","1086"
"Male","1036"
"10-14",""
"Female","759"
"Male","767"
"15-19",""
"Female","631"
"Male","588"
"20-24",""
"Female","547"
"Male","442"
"25-29",""
"Female","409"
"Male","467"
"30-34",""
"Female","317"
"Male","304"
"35-39",""
"Female","290"
"Male","317"
"40-44",""
"Female","271"
"Male","289"
"45-49",""
"Female","154"
"Male","233"
"50-54",""
"Female","202"
"Male","184"
"55-59",""
"Female","128"
"Male","178"
"5-9",""
"Female","852"
"Male","936"
"60-64",""
"Female","278"
"Male","205"
"65-69",""
"Female","107"
"Male","105"
"70-74",""
"Female","58"
"Male","41"
"75+",""
"Female","34"
"Male","45"
