"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","289"
"Cow Dung","1"
"Electricity","15"
"Kerosene","18"
"LP Gas","195"
"Not stated","20"
"Others","2"
"Wood/Firewood","4713"
"Total","5253"
