"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","9"
"Electricity","0"
"Kerosene","3"
"LP Gas","3"
"Not stated","32"
"Others","1"
"Wood/Firewood","4911"
"Total","4966"
