"Population by Five Years Age Group","Number"
"0-4",""
"Female","1997"
"Male","2057"
"10-14",""
"Female","2082"
"Male","2123"
"15-19",""
"Female","1514"
"Male","1309"
"20-24",""
"Female","1146"
"Male","782"
"25-29",""
"Female","1059"
"Male","709"
"30-34",""
"Female","897"
"Male","616"
"35-39",""
"Female","737"
"Male","557"
"40-44",""
"Female","603"
"Male","410"
"45-49",""
"Female","503"
"Male","418"
"50-54",""
"Female","398"
"Male","377"
"55-59",""
"Female","285"
"Male","314"
"5-9",""
"Female","2290"
"Male","2258"
"60-64",""
"Female","443"
"Male","353"
"65-69",""
"Female","257"
"Male","228"
"70-74",""
"Female","257"
"Male","211"
"75+",""
"Female","158"
"Male","147"
