"Population by Five Years Age Group","Number"
"0-4",""
"Female","993"
"Male","1078"
"10-14",""
"Female","1725"
"Male","1699"
"15-19",""
"Female","1595"
"Male","1270"
"20-24",""
"Female","1135"
"Male","611"
"25-29",""
"Female","964"
"Male","539"
"30-34",""
"Female","778"
"Male","510"
"35-39",""
"Female","711"
"Male","500"
"40-44",""
"Female","723"
"Male","556"
"45-49",""
"Female","580"
"Male","530"
"50-54",""
"Female","517"
"Male","532"
"55-59",""
"Female","401"
"Male","411"
"5-9",""
"Female","1380"
"Male","1408"
"60-64",""
"Female","337"
"Male","404"
"65-69",""
"Female","337"
"Male","344"
"70-74",""
"Female","220"
"Male","213"
"75+",""
"Female","368"
"Male","360"
