"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","5009"
"Electricity Fuel","2"
"KeroseneFuel","89"
"LP Gas","225"
"Not Sated about Fuel","75"
"OthersFuel","37"
"Wood/FireWood","1063"
"Total","6507"
