"Population by Mother tongue","Number"
"Avadhi",""
"Female","15074"
"Male","15323"
"","30397"
"Bhojpuri",""
"Female","16"
"Male","18"
"","34"
"Doteli",""
"Female","12"
"Male","12"
"","24"
"Hindi",""
"Female","14"
"Male","17"
"","31"
"Magar",""
"Female","113"
"Male","118"
"","231"
"Maithili",""
"Female","230"
"Male","261"
"","491"
"Nepali",""
"Female","215"
"Male","193"
"","408"
"Newar",""
"Female","14"
"Male","11"
"","25"
"Not Reported",""
"Female","174"
"Male","207"
"","381"
"Others",""
"Female","22"
"Male","8"
"","30"
"Sherpa",""
"Female","27"
"Male","30"
"","57"
"Tharu",""
"Female","92"
"Male","73"
"","165"
"Urdu",""
"Female","8017"
"Male","7927"
"","15944"
