"Population by Single Year of Age","Number"
"0",""
"Female","529"
"Male","559"
"1",""
"Female","455"
"Male","456"
"10",""
"Female","769"
"Male","808"
"11",""
"Female","661"
"Male","677"
"12",""
"Female","782"
"Male","827"
"13",""
"Female","734"
"Male","751"
"14",""
"Female","796"
"Male","789"
"15",""
"Female","789"
"Male","673"
"16",""
"Female","753"
"Male","750"
"17",""
"Female","766"
"Male","724"
"18",""
"Female","851"
"Male","749"
"19",""
"Female","590"
"Male","486"
"2",""
"Female","513"
"Male","554"
"20",""
"Female","830"
"Male","556"
"21",""
"Female","554"
"Male","397"
"22",""
"Female","846"
"Male","493"
"23",""
"Female","709"
"Male","383"
"24",""
"Female","616"
"Male","360"
"25",""
"Female","925"
"Male","400"
"26",""
"Female","671"
"Male","336"
"27",""
"Female","602"
"Male","386"
"28",""
"Female","700"
"Male","445"
"29",""
"Female","425"
"Male","277"
"3",""
"Female","502"
"Male","504"
"30",""
"Female","909"
"Male","543"
"31",""
"Female","339"
"Male","255"
"32",""
"Female","548"
"Male","435"
"33",""
"Female","419"
"Male","299"
"34",""
"Female","403"
"Male","262"
"35",""
"Female","810"
"Male","599"
"36",""
"Female","429"
"Male","294"
"37",""
"Female","339"
"Male","272"
"38",""
"Female","443"
"Male","322"
"39",""
"Female","293"
"Male","219"
"4",""
"Female","543"
"Male","599"
"40",""
"Female","796"
"Male","576"
"41",""
"Female","261"
"Male","201"
"42",""
"Female","357"
"Male","320"
"43",""
"Female","300"
"Male","249"
"44",""
"Female","262"
"Male","219"
"45",""
"Female","592"
"Male","480"
"46",""
"Female","341"
"Male","279"
"47",""
"Female","265"
"Male","233"
"48",""
"Female","335"
"Male","312"
"49",""
"Female","220"
"Male","170"
"5",""
"Female","647"
"Male","643"
"50",""
"Female","577"
"Male","483"
"51",""
"Female","261"
"Male","202"
"52",""
"Female","307"
"Male","313"
"53",""
"Female","238"
"Male","197"
"54",""
"Female","230"
"Male","199"
"55",""
"Female","393"
"Male","371"
"56",""
"Female","277"
"Male","225"
"57",""
"Female","203"
"Male","193"
"58",""
"Female","225"
"Male","239"
"59",""
"Female","171"
"Male","179"
"6",""
"Female","585"
"Male","617"
"60",""
"Female","463"
"Male","394"
"61",""
"Female","174"
"Male","203"
"62",""
"Female","213"
"Male","240"
"63",""
"Female","156"
"Male","156"
"64",""
"Female","161"
"Male","163"
"65",""
"Female","307"
"Male","255"
"66",""
"Female","108"
"Male","104"
"67",""
"Female","164"
"Male","164"
"68",""
"Female","137"
"Male","184"
"69",""
"Female","73"
"Male","96"
"7",""
"Female","650"
"Male","695"
"70",""
"Female","232"
"Male","231"
"71",""
"Female","75"
"Male","98"
"72",""
"Female","97"
"Male","133"
"73",""
"Female","89"
"Male","90"
"74",""
"Female","60"
"Male","77"
"75",""
"Female","117"
"Male","144"
"76",""
"Female","65"
"Male","89"
"77",""
"Female","84"
"Male","67"
"78",""
"Female","82"
"Male","86"
"79",""
"Female","33"
"Male","41"
"8",""
"Female","677"
"Male","728"
"80",""
"Female","76"
"Male","80"
"81",""
"Female","18"
"Male","30"
"82",""
"Female","27"
"Male","30"
"83",""
"Female","33"
"Male","25"
"84",""
"Female","36"
"Male","29"
"85",""
"Female","161"
"Male","147"
"9",""
"Female","631"
"Male","635"
