"Population by Single Year of Age","Number"
"0",""
"Female","324"
"Male","374"
"1",""
"Female","319"
"Male","324"
"10",""
"Female","473"
"Male","533"
"11",""
"Female","408"
"Male","408"
"12",""
"Female","472"
"Male","514"
"13",""
"Female","496"
"Male","484"
"14",""
"Female","500"
"Male","478"
"15",""
"Female","510"
"Male","452"
"16",""
"Female","450"
"Male","405"
"17",""
"Female","437"
"Male","405"
"18",""
"Female","485"
"Male","416"
"19",""
"Female","378"
"Male","322"
"2",""
"Female","328"
"Male","382"
"20",""
"Female","419"
"Male","310"
"21",""
"Female","399"
"Male","238"
"22",""
"Female","501"
"Male","267"
"23",""
"Female","449"
"Male","234"
"24",""
"Female","405"
"Male","214"
"25",""
"Female","565"
"Male","268"
"26",""
"Female","409"
"Male","243"
"27",""
"Female","407"
"Male","249"
"28",""
"Female","456"
"Male","275"
"29",""
"Female","280"
"Male","165"
"3",""
"Female","310"
"Male","334"
"30",""
"Female","568"
"Male","339"
"31",""
"Female","251"
"Male","177"
"32",""
"Female","348"
"Male","233"
"33",""
"Female","274"
"Male","217"
"34",""
"Female","271"
"Male","225"
"35",""
"Female","525"
"Male","353"
"36",""
"Female","234"
"Male","177"
"37",""
"Female","213"
"Male","195"
"38",""
"Female","278"
"Male","222"
"39",""
"Female","210"
"Male","141"
"4",""
"Female","386"
"Male","425"
"40",""
"Female","424"
"Male","400"
"41",""
"Female","168"
"Male","154"
"42",""
"Female","236"
"Male","235"
"43",""
"Female","178"
"Male","157"
"44",""
"Female","170"
"Male","141"
"45",""
"Female","345"
"Male","347"
"46",""
"Female","189"
"Male","177"
"47",""
"Female","166"
"Male","127"
"48",""
"Female","198"
"Male","165"
"49",""
"Female","148"
"Male","169"
"5",""
"Female","404"
"Male","364"
"50",""
"Female","317"
"Male","262"
"51",""
"Female","129"
"Male","149"
"52",""
"Female","208"
"Male","166"
"53",""
"Female","155"
"Male","142"
"54",""
"Female","141"
"Male","137"
"55",""
"Female","261"
"Male","226"
"56",""
"Female","158"
"Male","132"
"57",""
"Female","107"
"Male","118"
"58",""
"Female","124"
"Male","142"
"59",""
"Female","127"
"Male","100"
"6",""
"Female","369"
"Male","382"
"60",""
"Female","252"
"Male","226"
"61",""
"Female","90"
"Male","117"
"62",""
"Female","99"
"Male","154"
"63",""
"Female","88"
"Male","85"
"64",""
"Female","97"
"Male","96"
"65",""
"Female","161"
"Male","127"
"66",""
"Female","65"
"Male","66"
"67",""
"Female","95"
"Male","104"
"68",""
"Female","111"
"Male","105"
"69",""
"Female","58"
"Male","55"
"7",""
"Female","457"
"Male","450"
"70",""
"Female","145"
"Male","130"
"71",""
"Female","33"
"Male","46"
"72",""
"Female","69"
"Male","83"
"73",""
"Female","50"
"Male","50"
"74",""
"Female","37"
"Male","41"
"75",""
"Female","86"
"Male","85"
"76",""
"Female","37"
"Male","39"
"77",""
"Female","52"
"Male","38"
"78",""
"Female","65"
"Male","63"
"79",""
"Female","20"
"Male","30"
"8",""
"Female","410"
"Male","445"
"80",""
"Female","50"
"Male","52"
"81",""
"Female","27"
"Male","27"
"82",""
"Female","24"
"Male","25"
"83",""
"Female","21"
"Male","21"
"84",""
"Female","23"
"Male","17"
"85",""
"Female","126"
"Male","82"
"9",""
"Female","357"
"Male","380"
