"Population by Five Years Age Group","Number"
"0-4",""
"Female","1667"
"Male","1839"
"10-14",""
"Female","2349"
"Male","2417"
"15-19",""
"Female","2260"
"Male","2000"
"20-24",""
"Female","2173"
"Male","1263"
"25-29",""
"Female","2117"
"Male","1200"
"30-34",""
"Female","1712"
"Male","1191"
"35-39",""
"Female","1460"
"Male","1088"
"40-44",""
"Female","1176"
"Male","1087"
"45-49",""
"Female","1046"
"Male","985"
"50-54",""
"Female","950"
"Male","856"
"55-59",""
"Female","777"
"Male","718"
"5-9",""
"Female","1997"
"Male","2021"
"60-64",""
"Female","626"
"Male","678"
"65-69",""
"Female","490"
"Male","457"
"70-74",""
"Female","334"
"Male","350"
"75+",""
"Female","531"
"Male","479"
