"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1478"
"Cow Dung","188"
"Electricity","9"
"Kerosene","90"
"LP Gas","2348"
"Not stated","19"
"Others","7"
"Wood/Firewood","5287"
"Total","9426"
