"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","107"
"Male","90"
"Bhote",""
"Female","49"
"Male","39"
"Brahman - Hill",""
"Female","916"
"Male","828"
"Chhetri",""
"Female","6113"
"Male","5814"
"Dalit Others",""
"Female","31"
"Male","35"
"Damai/Dholi",""
"Female","141"
"Male","158"
"Dura",""
"Female","6"
"Male","7"
"Gurung",""
"Female","27"
"Male","18"
"Kami",""
"Female","1076"
"Male","1054"
"Limbu",""
"Female","14"
"Male","14"
"Lohar",""
"Female","6"
"Male","6"
"Magar",""
"Female","1334"
"Male","1305"
"Newar",""
"Female","43"
"Male","52"
"Others",""
"Female","24"
"Male","27"
"Rai",""
"Female","16"
"Male","17"
"Sanyasi/Dasnami",""
"Female","30"
"Male","35"
"Sarki",""
"Female","454"
"Male","407"
"Tamang",""
"Female","22"
"Male","20"
"Terai Others",""
"Female","6"
"Male","6"
"Thakuri",""
"Female","253"
"Male","224"
