"Population by Five Years Age Group","Number"
"0-4",""
"Female","1212"
"Male","1262"
"10-14",""
"Female","1509"
"Male","1529"
"15-19",""
"Female","1244"
"Male","1107"
"20-24",""
"Female","1010"
"Male","996"
"25-29",""
"Female","798"
"Male","762"
"30-34",""
"Female","626"
"Male","647"
"35-39",""
"Female","582"
"Male","577"
"40-44",""
"Female","510"
"Male","468"
"45-49",""
"Female","382"
"Male","462"
"50-54",""
"Female","349"
"Male","365"
"55-59",""
"Female","295"
"Male","316"
"5-9",""
"Female","1429"
"Male","1447"
"60-64",""
"Female","260"
"Male","238"
"65-69",""
"Female","209"
"Male","185"
"70-74",""
"Female","137"
"Male","109"
"75+",""
"Female","146"
"Male","128"
