"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","6"
"Cow Dung","10"
"Electricity","0"
"Kerosene","6"
"LP Gas","31"
"Not stated","8"
"Others","2"
"Wood/Firewood","3745"
"Total","3808"
