"Population by Single Year of Age","Number"
"0",""
"Female","845"
"Male","1079"
"1",""
"Female","783"
"Male","990"
"10",""
"Female","1501"
"Male","1752"
"11",""
"Female","1474"
"Male","1517"
"12",""
"Female","1682"
"Male","1891"
"13",""
"Female","1627"
"Male","1722"
"14",""
"Female","1689"
"Male","1810"
"15",""
"Female","1706"
"Male","1701"
"16",""
"Female","1571"
"Male","1660"
"17",""
"Female","1478"
"Male","1585"
"18",""
"Female","1896"
"Male","2033"
"19",""
"Female","1521"
"Male","1506"
"2",""
"Female","995"
"Male","1123"
"20",""
"Female","1856"
"Male","2011"
"21",""
"Female","1556"
"Male","1550"
"22",""
"Female","1977"
"Male","1742"
"23",""
"Female","1591"
"Male","1254"
"24",""
"Female","1725"
"Male","1394"
"25",""
"Female","1876"
"Male","1489"
"26",""
"Female","1416"
"Male","1203"
"27",""
"Female","1492"
"Male","1214"
"28",""
"Female","1798"
"Male","1481"
"29",""
"Female","1097"
"Male","935"
"3",""
"Female","935"
"Male","1123"
"30",""
"Female","2157"
"Male","1766"
"31",""
"Female","824"
"Male","763"
"32",""
"Female","1458"
"Male","1237"
"33",""
"Female","991"
"Male","819"
"34",""
"Female","1007"
"Male","968"
"35",""
"Female","1852"
"Male","1603"
"36",""
"Female","959"
"Male","834"
"37",""
"Female","790"
"Male","765"
"38",""
"Female","1117"
"Male","1060"
"39",""
"Female","588"
"Male","655"
"4",""
"Female","1002"
"Male","1139"
"40",""
"Female","1609"
"Male","1480"
"41",""
"Female","474"
"Male","535"
"42",""
"Female","761"
"Male","865"
"43",""
"Female","613"
"Male","556"
"44",""
"Female","502"
"Male","486"
"45",""
"Female","1080"
"Male","1016"
"46",""
"Female","532"
"Male","519"
"47",""
"Female","426"
"Male","418"
"48",""
"Female","645"
"Male","661"
"49",""
"Female","406"
"Male","400"
"5",""
"Female","1201"
"Male","1375"
"50",""
"Female","987"
"Male","1007"
"51",""
"Female","363"
"Male","400"
"52",""
"Female","429"
"Male","500"
"53",""
"Female","331"
"Male","348"
"54",""
"Female","317"
"Male","330"
"55",""
"Female","610"
"Male","614"
"56",""
"Female","348"
"Male","365"
"57",""
"Female","306"
"Male","314"
"58",""
"Female","334"
"Male","367"
"59",""
"Female","228"
"Male","255"
"6",""
"Female","1191"
"Male","1399"
"60",""
"Female","704"
"Male","646"
"61",""
"Female","213"
"Male","264"
"62",""
"Female","249"
"Male","263"
"63",""
"Female","174"
"Male","201"
"64",""
"Female","177"
"Male","194"
"65",""
"Female","428"
"Male","344"
"66",""
"Female","155"
"Male","147"
"67",""
"Female","219"
"Male","176"
"68",""
"Female","225"
"Male","243"
"69",""
"Female","88"
"Male","121"
"7",""
"Female","1317"
"Male","1467"
"70",""
"Female","321"
"Male","285"
"71",""
"Female","73"
"Male","89"
"72",""
"Female","133"
"Male","153"
"73",""
"Female","92"
"Male","94"
"74",""
"Female","61"
"Male","82"
"75",""
"Female","186"
"Male","146"
"76",""
"Female","87"
"Male","87"
"77",""
"Female","46"
"Male","67"
"78",""
"Female","119"
"Male","102"
"79",""
"Female","56"
"Male","50"
"8",""
"Female","1475"
"Male","1671"
"80",""
"Female","123"
"Male","92"
"81",""
"Female","37"
"Male","47"
"82",""
"Female","53"
"Male","45"
"83",""
"Female","43"
"Male","33"
"84",""
"Female","47"
"Male","38"
"85",""
"Female","183"
"Male","176"
"9",""
"Female","1303"
"Male","1443"
