"Number of households by type of outer wall","Number"
"BambooWall","934"
"Cement Bonded Bricks/Stone Wall","28410"
"Mud Bonded Bricks/Stone Wall","2873"
"Not stated","695"
"Others","717"
"Unbaked Bricks","77"
"Wood/Planks","391"
"Total","34097"
