"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","25951"
"Male","25951"
"Children (0-4)",""
"Female","8959"
"Male","8959"
"Elderely (60+)",""
"Female","7657"
"Male","7657"
"Working population (15-59)",""
"Female","71140"
"Male","71140"
"Youth (15-24)",""
"Female","24148"
"Male","24148"
