"Population by Single Year of Age","Number"
"0",""
"Female","1562"
"Male","1633"
"1",""
"Female","1434"
"Male","1547"
"10",""
"Female","2663"
"Male","3003"
"11",""
"Female","1863"
"Male","2121"
"12",""
"Female","2586"
"Male","2943"
"13",""
"Female","2312"
"Male","2382"
"14",""
"Female","2485"
"Male","2706"
"15",""
"Female","2313"
"Male","2593"
"16",""
"Female","2589"
"Male","2658"
"17",""
"Female","2302"
"Male","2452"
"18",""
"Female","2777"
"Male","3186"
"19",""
"Female","1820"
"Male","1907"
"2",""
"Female","1734"
"Male","1892"
"20",""
"Female","2843"
"Male","2787"
"21",""
"Female","1799"
"Male","2010"
"22",""
"Female","2628"
"Male","2735"
"23",""
"Female","1773"
"Male","1831"
"24",""
"Female","2007"
"Male","1989"
"25",""
"Female","3126"
"Male","2762"
"26",""
"Female","1880"
"Male","1770"
"27",""
"Female","1659"
"Male","1545"
"28",""
"Female","2241"
"Male","2152"
"29",""
"Female","1060"
"Male","1062"
"3",""
"Female","1864"
"Male","1967"
"30",""
"Female","3595"
"Male","3036"
"31",""
"Female","893"
"Male","946"
"32",""
"Female","2026"
"Male","1924"
"33",""
"Female","1049"
"Male","1019"
"34",""
"Female","1151"
"Male","1151"
"35",""
"Female","3469"
"Male","3467"
"36",""
"Female","1245"
"Male","1193"
"37",""
"Female","1016"
"Male","990"
"38",""
"Female","1538"
"Male","1571"
"39",""
"Female","710"
"Male","753"
"4",""
"Female","1850"
"Male","1920"
"40",""
"Female","3082"
"Male","3306"
"41",""
"Female","631"
"Male","701"
"42",""
"Female","1265"
"Male","1448"
"43",""
"Female","725"
"Male","794"
"44",""
"Female","631"
"Male","701"
"45",""
"Female","2541"
"Male","2790"
"46",""
"Female","695"
"Male","756"
"47",""
"Female","627"
"Male","738"
"48",""
"Female","959"
"Male","1174"
"49",""
"Female","459"
"Male","582"
"5",""
"Female","2109"
"Male","2231"
"50",""
"Female","2025"
"Male","2202"
"51",""
"Female","433"
"Male","590"
"52",""
"Female","746"
"Male","985"
"53",""
"Female","420"
"Male","537"
"54",""
"Female","421"
"Male","470"
"55",""
"Female","1542"
"Male","1774"
"56",""
"Female","443"
"Male","580"
"57",""
"Female","367"
"Male","501"
"58",""
"Female","565"
"Male","658"
"59",""
"Female","255"
"Male","364"
"6",""
"Female","1985"
"Male","2013"
"60",""
"Female","1466"
"Male","1644"
"61",""
"Female","270"
"Male","355"
"62",""
"Female","399"
"Male","461"
"63",""
"Female","229"
"Male","294"
"64",""
"Female","228"
"Male","275"
"65",""
"Female","927"
"Male","901"
"66",""
"Female","211"
"Male","213"
"67",""
"Female","224"
"Male","234"
"68",""
"Female","326"
"Male","376"
"69",""
"Female","127"
"Male","169"
"7",""
"Female","2175"
"Male","2165"
"70",""
"Female","740"
"Male","719"
"71",""
"Female","127"
"Male","135"
"72",""
"Female","186"
"Male","189"
"73",""
"Female","131"
"Male","141"
"74",""
"Female","98"
"Male","102"
"75",""
"Female","390"
"Male","339"
"76",""
"Female","102"
"Male","85"
"77",""
"Female","96"
"Male","84"
"78",""
"Female","146"
"Male","137"
"79",""
"Female","66"
"Male","67"
"8",""
"Female","2401"
"Male","2581"
"80",""
"Female","271"
"Male","189"
"81",""
"Female","54"
"Male","50"
"82",""
"Female","85"
"Male","72"
"83",""
"Female","52"
"Male","46"
"84",""
"Female","80"
"Male","57"
"85",""
"Female","493"
"Male","323"
"9",""
"Female","1786"
"Male","1951"
