"Population by Five Years Age Group","Number"
"0-4",""
"Female","8444"
"Male","8959"
"10-14",""
"Female","11909"
"Male","13155"
"15-19",""
"Female","11801"
"Male","12796"
"20-24",""
"Female","11050"
"Male","11352"
"25-29",""
"Female","9966"
"Male","9291"
"30-34",""
"Female","8714"
"Male","8076"
"35-39",""
"Female","7978"
"Male","7974"
"40-44",""
"Female","6334"
"Male","6950"
"45-49",""
"Female","5281"
"Male","6040"
"50-54",""
"Female","4045"
"Male","4784"
"55-59",""
"Female","3172"
"Male","3877"
"5-9",""
"Female","10456"
"Male","10941"
"60-64",""
"Female","2592"
"Male","3029"
"65-69",""
"Female","1815"
"Male","1893"
"70-74",""
"Female","1282"
"Male","1286"
"75+",""
"Female","1835"
"Male","1449"
