"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","311"
"Cow Dung","5092"
"Electricity","18"
"Kerosene","957"
"LP Gas","28791"
"Not stated","357"
"Others","550"
"Wood/Firewood","11722"
"Total","47798"
