"Population by Mother tongue","Number"
"Bajjika",""
"Female","16050"
"Male","17284"
"","33334"
"Bangla",""
"Female","4"
"Male","9"
"","13"
"Bhojpuri",""
"Female","10"
"Male","12"
"","22"
"Hindi",""
"Female","10"
"Male","9"
"","19"
"Maithili",""
"Female","166"
"Male","182"
"","348"
"Nepali",""
"Female","142"
"Male","161"
"","303"
"Not Reported",""
"Female","297"
"Male","332"
"","629"
"Others",""
"Female","17"
"Male","8"
"","25"
"Sunuwar",""
"Female","11"
"Male","13"
"","24"
"Urdu",""
"Female","177"
"Male","213"
"","390"
"Yakkha",""
"Female","38"
"Male","30"
"","68"
