"Number of households by type of outer wall","Number"
"BambooWall","3640"
"Cement Bonded Bricks/Stone Wall","859"
"Mud Bonded Bricks/Stone Wall","613"
"Not Stated about Wall","157"
"Other Type Wall","99"
"Unbaked Bricks","27"
"Wood/Planks","84"
"Total","5479"
