"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","41"
"Cow Dung","8222"
"Electricity Fuel","1"
"KeroseneFuel","126"
"LP Gas","443"
"Not Sated about Fuel","109"
"OthersFuel","21"
"Wood/FireWood","983"
"Total","9946"
