"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","71"
"Christianity","26"
"Hindu","48898"
"Islam","23564"
"Jainism","0"
"Kirat","2"
"Prakriti","30"
"Sikhism","0"
"Undefined","56"
"Total","72647"
