"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","18"
"Male","55"
"","73"
"Chhetri",""
"Female","21"
"Male","32"
"","53"
"Damai/Dholi",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","767"
"Male","643"
"","1410"
"Kami",""
"Female","50"
"Male","56"
"","106"
"Magar",""
"Female","46"
"Male","42"
"","88"
"Others",""
"Female","14"
"Male","24"
"","38"
"Sherpa",""
"Female","9"
"Male","16"
"","25"
"Tamang",""
"Female","17"
"Male","31"
"","48"
"Thakali",""
"Female","240"
"Male","204"
"","444"
"Thakuri",""
"Female","20"
"Male","14"
"","34"
