"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","3"
"Male","8"
"","11"
"Danuwar",""
"Female","5"
"Male","7"
"","12"
"Hayu/Vayu",""
"Female","14"
"Male","16"
"","30"
"Magar",""
"Female","1692"
"Male","1508"
"","3200"
"Maithili",""
"Female","27"
"Male","50"
"","77"
"Majhi",""
"Female","1216"
"Male","1135"
"","2351"
"Nepali",""
"Female","2815"
"Male","2530"
"","5345"
"Newar",""
"Female","287"
"Male","225"
"","512"
"Not Reported",""
"Female","213"
"Male","164"
"","377"
"Others",""
"Female","12"
"Male","25"
"","37"
"Sign Language",""
"Female","10"
"Male","11"
"","21"
"Sunuwar",""
"Female","28"
"Male","17"
"","45"
"Tamang",""
"Female","8111"
"Male","7488"
"","15599"
"Thami",""
"Female","107"
"Male","98"
"","205"
