"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","156"
"Cow Dung","27"
"Electricity Fuel","0"
"KeroseneFuel","14"
"LP Gas","43"
"Not Sated about Fuel","16"
"OthersFuel","0"
"Wood/FireWood","4614"
"Total","4870"
