"Population by Five Years Age Group","Number"
"0-4",""
"Female","865"
"Male","940"
"10-14",""
"Female","1463"
"Male","1470"
"15-19",""
"Female","1499"
"Male","1459"
"20-24",""
"Female","1319"
"Male","1187"
"25-29",""
"Female","1139"
"Male","984"
"30-34",""
"Female","1019"
"Male","927"
"35-39",""
"Female","921"
"Male","823"
"40-44",""
"Female","790"
"Male","744"
"45-49",""
"Female","659"
"Male","611"
"50-54",""
"Female","560"
"Male","555"
"55-59",""
"Female","440"
"Male","439"
"5-9",""
"Female","1078"
"Male","1129"
"60-64",""
"Female","414"
"Male","359"
"65-69",""
"Female","338"
"Male","320"
"70-74",""
"Female","245"
"Male","204"
"75+",""
"Female","336"
"Male","322"
