"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","3"
"Electricity","2"
"Kerosene","126"
"LP Gas","1376"
"Not stated","33"
"Others","4"
"Wood/Firewood","3854"
"Total","5406"
