"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","43"
"Cow Dung","9"
"Electricity Fuel","2"
"KeroseneFuel","49"
"LP Gas","2278"
"Not Sated about Fuel","58"
"OthersFuel","16"
"Wood/FireWood","8126"
"Total","10581"
