"Population by Caste Ethinicity","Number"
"Badi",""
"Female","50"
"Male","44"
"","94"
"Brahman - Hill",""
"Female","6527"
"Male","5252"
"","11779"
"Chhetri",""
"Female","6552"
"Male","4922"
"","11474"
"Damai/Dholi",""
"Female","628"
"Male","494"
"","1122"
"Gaine",""
"Female","84"
"Male","72"
"","156"
"Gharti/Bhujel",""
"Female","152"
"Male","97"
"","249"
"Gurung",""
"Female","30"
"Male","29"
"","59"
"Hajam/Thakur",""
"Female","9"
"Male","13"
"","22"
"Halwai",""
"Female","5"
"Male","18"
"","23"
"Kami",""
"Female","1986"
"Male","1726"
"","3712"
"Kathabaniyan",""
"Female","6"
"Male","7"
"","13"
"Kayastha",""
"Female","5"
"Male","8"
"","13"
"Kumal",""
"Female","1291"
"Male","1109"
"","2400"
"Kurmi",""
"Female","5"
"Male","7"
"","12"
"Magar",""
"Female","1671"
"Male","1362"
"","3033"
"Musalman",""
"Female","294"
"Male","282"
"","576"
"Newar",""
"Female","1301"
"Male","1039"
"","2340"
"Others",""
"Female","45"
"Male","36"
"","81"
"Sanyasi/Dasnami",""
"Female","276"
"Male","200"
"","476"
"Sarki",""
"Female","1587"
"Male","1219"
"","2806"
"Tamang",""
"Female","18"
"Male","5"
"","23"
"Terai Others",""
"Female","11"
"Male","7"
"","18"
"Thakuri",""
"Female","240"
"Male","206"
"","446"
"Tharu",""
"Female","44"
"Male","108"
"","152"
