"Population by Mother tongue","Number"
"Avadhi",""
"Female","11"
"Male","14"
"","25"
"Bhojpuri",""
"Female","18"
"Male","48"
"","66"
"Hindi",""
"Female","5"
"Male","21"
"","26"
"Kumal",""
"Female","89"
"Male","83"
"","172"
"Magar",""
"Female","14"
"Male","13"
"","27"
"Maithili",""
"Female","7"
"Male","25"
"","32"
"Nepali",""
"Female","22547"
"Male","17897"
"","40444"
"Newar",""
"Female","63"
"Male","57"
"","120"
"Not Reported",""
"Female","9"
"Male","11"
"","20"
"Others",""
"Female","4"
"Male","11"
"","15"
"Tharu",""
"Female","16"
"Male","56"
"","72"
"Urdu",""
"Female","34"
"Male","26"
"","60"
