"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","44"
"","51"
"Bhujel",""
"Female","10"
"Male","6"
"","16"
"Gurung",""
"Female","49"
"Male","31"
"","80"
"Kumal",""
"Female","117"
"Male","96"
"","213"
"Magar",""
"Female","731"
"Male","551"
"","1282"
"Maithili",""
"Female","6"
"Male","11"
"","17"
"Nepali",""
"Female","17814"
"Male","13428"
"","31242"
"Newar",""
"Female","34"
"Male","35"
"","69"
"Not Reported",""
"Female","29"
"Male","24"
"","53"
"Others",""
"Female","15"
"Male","23"
"","38"
"Tamang",""
"Female","5"
"Male","15"
"","20"
"Urdu",""
"Female","7"
"Male","9"
"","16"
