"Population by Religion","Number"
"Bahai","1"
"Bon","7"
"Buddism","3204"
"Christianity","42"
"Hindu","29938"
"Islam","101"
"Jainism","0"
"Kirat","4"
"Prakriti","11"
"Sikhism","0"
"Undefined","22"
"Total","33330"
