"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","66"
"Male","374"
"","440"
"Bhujel",""
"Female","80"
"Male","85"
"","165"
"Bote",""
"Female","18"
"Male","29"
"","47"
"Chepang",""
"Female","3"
"Male","8"
"","11"
"Darai",""
"Female","23"
"Male","23"
"","46"
"Gurung",""
"Female","862"
"Male","751"
"","1613"
"Hindi",""
"Female","24"
"Male","78"
"","102"
"Kumal",""
"Female","8"
"Male","13"
"","21"
"Magar",""
"Female","4001"
"Male","3519"
"","7520"
"Maithili",""
"Female","46"
"Male","117"
"","163"
"Majhi",""
"Female","14"
"Male","15"
"","29"
"Nepali",""
"Female","23637"
"Male","21357"
"","44994"
"Newar",""
"Female","490"
"Male","461"
"","951"
"Not Reported",""
"Female","15"
"Male","13"
"","28"
"Others",""
"Female","16"
"Male","31"
"","47"
"Rai",""
"Female","3"
"Male","11"
"","14"
"Sanskrit",""
"Female","7"
"Male","6"
"","13"
"Tamang",""
"Female","162"
"Male","192"
"","354"
"Tharu",""
"Female","1147"
"Male","1091"
"","2238"
"Uranw/Urau",""
"Female","0"
"Male","13"
"","13"
"Urdu",""
"Female","10"
"Male","22"
"","32"
