"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1043"
"Cow Dung","11"
"Electricity Fuel","16"
"KeroseneFuel","107"
"LP Gas","6037"
"Not Sated about Fuel","67"
"OthersFuel","17"
"Wood/FireWood","6325"
"Total","13623"
