"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","12779"
"Male","13286"
"Doteli",""
"Female","8"
"Male","12"
"Maithili",""
"Female","363"
"Male","391"
"Nepali",""
"Female","621"
"Male","595"
"Newar",""
"Female","18"
"Male","19"
"Not Reported",""
"Female","5"
"Male","8"
"Others",""
"Female","10"
"Male","4"
"Rai",""
"Female","7"
"Male","8"
"Tamang",""
"Female","108"
"Male","99"
"Tharu",""
"Female","1907"
"Male","1932"
"Uranw/Urau",""
"Female","389"
"Male","415"
"Urdu",""
"Female","35"
"Male","29"
