"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","9393"
"Christianity","1114"
"Hindu","4321"
"Islam","0"
"Jainism","0"
"Kirat","3"
"Prakriti","3"
"Sikhism","0"
"Undefined","27"
"Total","14861"
