"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","0"
"Electricity Fuel","3"
"KeroseneFuel","8"
"LP Gas","77"
"Not Sated about Fuel","34"
"OthersFuel","0"
"Wood/FireWood","3211"
"Total","3340"
