"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","6670"
"Christianity","826"
"Hindu","17505"
"Islam","34"
"Jainism","3"
"Kirat","24929"
"Prakriti","44"
"Sikhism","0"
"Undefined","151"
"Total","50164"
