"Population by Mother tongue","Number"
"Bajjika",""
"Female","3"
"Male","16"
"","19"
"Bangla",""
"Female","18"
"Male","30"
"","48"
"Bantawa",""
"Female","5"
"Male","7"
"","12"
"Bhojpuri",""
"Female","1294"
"Male","2107"
"","3401"
"Bhujel",""
"Female","54"
"Male","56"
"","110"
"Chepang",""
"Female","293"
"Male","301"
"","594"
"Danuwar",""
"Female","19"
"Male","21"
"","40"
"Doteli",""
"Female","15"
"Male","8"
"","23"
"Gurung",""
"Female","235"
"Male","210"
"","445"
"Hindi",""
"Female","178"
"Male","263"
"","441"
"Lapcha",""
"Female","39"
"Male","49"
"","88"
"Limbu",""
"Female","14"
"Male","12"
"","26"
"Magar",""
"Female","798"
"Male","773"
"","1571"
"Maithili",""
"Female","912"
"Male","1276"
"","2188"
"Nepali",""
"Female","48714"
"Male","45853"
"","94567"
"Newar",""
"Female","3688"
"Male","3626"
"","7314"
"Not Reported",""
"Female","28"
"Male","24"
"","52"
"Others",""
"Female","159"
"Male","174"
"","333"
"Rai",""
"Female","110"
"Male","115"
"","225"
"Rajsthani",""
"Female","99"
"Male","106"
"","205"
"Sign Language",""
"Female","16"
"Male","20"
"","36"
"Sunuwar",""
"Female","20"
"Male","18"
"","38"
"Tamang",""
"Female","20924"
"Male","19440"
"","40364"
"Thami",""
"Female","10"
"Male","9"
"","19"
"Tharu",""
"Female","138"
"Male","235"
"","373"
"Urdu",""
"Female","128"
"Male","215"
"","343"
