"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2761"
"Cow Dung","43"
"Electricity Fuel","89"
"KeroseneFuel","564"
"LP Gas","14442"
"Not Sated about Fuel","114"
"OthersFuel","271"
"Wood/FireWood","15986"
"Total","34270"
