"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","7"
"Electricity","0"
"Kerosene","3"
"LP Gas","1"
"Not stated","21"
"Others","0"
"Wood/Firewood","3553"
"Total","3590"
