"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","102"
"Male","101"
"Brahman - Hill",""
"Female","900"
"Male","912"
"Chhetri",""
"Female","2699"
"Male","2728"
"Damai/Dholi",""
"Female","309"
"Male","292"
"Kami",""
"Female","1865"
"Male","1943"
"Magar",""
"Female","712"
"Male","722"
"Others",""
"Female","18"
"Male","15"
"Sanyasi/Dasnami",""
"Female","57"
"Male","68"
"Sarki",""
"Female","303"
"Male","311"
"Terai Others",""
"Female","14"
"Male","10"
"Thakali",""
"Female","7"
"Male","6"
"Thakuri",""
"Female","3224"
"Male","3289"
"Tharu",""
"Female","4"
"Male","10"
