"Population by Religion","Number"
"Bahai","0"
"Bon","98"
"Buddism","8095"
"Christianity","152"
"Hindu","5040"
"Islam","3"
"Jainism","1"
"Kirat","19"
"Prakriti","5"
"Sikhism","0"
"Undefined","39"
"Total","13452"
