"Population by Caste Ethinicity","Number"
"Badi",""
"Female","18"
"Male","11"
"","29"
"Brahman - Hill",""
"Female","78"
"Male","278"
"","356"
"Chhantyal/Chhantel",""
"Female","38"
"Male","46"
"","84"
"Chhetri",""
"Female","363"
"Male","395"
"","758"
"Dalit Others",""
"Female","15"
"Male","17"
"","32"
"Damai/Dholi",""
"Female","270"
"Male","243"
"","513"
"Gurung",""
"Female","1262"
"Male","1069"
"","2331"
"Kami",""
"Female","518"
"Male","508"
"","1026"
"Kulung",""
"Female","0"
"Male","12"
"","12"
"Lhopa",""
"Female","1223"
"Male","1012"
"","2235"
"Limbu",""
"Female","4"
"Male","9"
"","13"
"Magar",""
"Female","412"
"Male","502"
"","914"
"Newar",""
"Female","29"
"Male","45"
"","74"
"Others",""
"Female","80"
"Male","120"
"","200"
"Rai",""
"Female","31"
"Male","42"
"","73"
"Sarki",""
"Female","27"
"Male","41"
"","68"
"Sherpa",""
"Female","25"
"Male","63"
"","88"
"Tamang",""
"Female","112"
"Male","122"
"","234"
"Thakali",""
"Female","1257"
"Male","1171"
"","2428"
"Thakuri",""
"Female","50"
"Male","46"
"","96"
"Tharu",""
"Female","10"
"Male","19"
"","29"
