"Population by Mother tongue","Number"
"Belhare",""
"Female","17"
"Male","12"
"","29"
"Bhojpuri",""
"Female","2"
"Male","9"
"","11"
"Gurung",""
"Female","1122"
"Male","953"
"","2075"
"Kham",""
"Female","8"
"Male","10"
"","18"
"Lhopa",""
"Female","1444"
"Male","1201"
"","2645"
"Magar",""
"Female","121"
"Male","134"
"","255"
"Maithili",""
"Female","10"
"Male","10"
"","20"
"Nepali",""
"Female","2120"
"Male","2444"
"","4564"
"Newar",""
"Female","4"
"Male","11"
"","15"
"Not Reported",""
"Female","8"
"Male","6"
"","14"
"Others",""
"Female","49"
"Male","63"
"","112"
"Rai",""
"Female","12"
"Male","36"
"","48"
"Sherpa",""
"Female","12"
"Male","48"
"","60"
"Sign Language",""
"Female","8"
"Male","11"
"","19"
"Tamang",""
"Female","50"
"Male","68"
"","118"
"Thakali",""
"Female","831"
"Male","748"
"","1579"
"Tharu",""
"Female","4"
"Male","7"
"","11"
