"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","826"
"Electricity Fuel","24"
"KeroseneFuel","52"
"LP Gas","599"
"Not Sated about Fuel","16"
"OthersFuel","3"
"Wood/FireWood","1785"
"Total","3305"
