"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1749"
"Male","1351"
"","3100"
"Chhetri",""
"Female","742"
"Male","579"
"","1321"
"Damai/Dholi",""
"Female","246"
"Male","174"
"","420"
"Gharti/Bhujel",""
"Female","313"
"Male","239"
"","552"
"Gurung",""
"Female","1781"
"Male","1385"
"","3166"
"Kami",""
"Female","867"
"Male","660"
"","1527"
"Magar",""
"Female","4155"
"Male","3258"
"","7413"
"Musalman",""
"Female","9"
"Male","8"
"","17"
"Newar",""
"Female","54"
"Male","46"
"","100"
"Others",""
"Female","19"
"Male","10"
"","29"
"Rai",""
"Female","10"
"Male","7"
"","17"
"Sanyasi/Dasnami",""
"Female","23"
"Male","22"
"","45"
"Sarki",""
"Female","254"
"Male","207"
"","461"
"Terai Others",""
"Female","12"
"Male","7"
"","19"
"Thakuri",""
"Female","134"
"Male","92"
"","226"
