"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","4792"
"Male","4135"
"Chhetri",""
"Female","7370"
"Male","6325"
"Dalit Others",""
"Female","267"
"Male","264"
"Damai/Dholi",""
"Female","786"
"Male","658"
"Kami",""
"Female","1198"
"Male","985"
"Kumal",""
"Female","9"
"Male","14"
"Limbu",""
"Female","6"
"Male","7"
"Lohar",""
"Female","734"
"Male","600"
"Magar",""
"Female","16"
"Male","33"
"Others",""
"Female","24"
"Male","23"
"Rai",""
"Female","7"
"Male","16"
"Sarki",""
"Female","53"
"Male","59"
"Terai Others",""
"Female","9"
"Male","8"
"Thakuri",""
"Female","1167"
"Male","858"
"Tharu",""
"Female","6"
"Male","6"
