"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","610"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","86"
"LP Gas","287"
"Not Sated about Fuel","19"
"OthersFuel","6"
"Wood/FireWood","4346"
"Total","5355"
