"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","319"
"Christianity","357"
"Hindu","22196"
"Islam","79"
"Jainism","0"
"Kirat","0"
"Prakriti","3"
"Sikhism","0"
"Undefined","38"
"Total","22992"
