"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","63"
"Cow Dung","7"
"Electricity Fuel","2"
"KeroseneFuel","9"
"LP Gas","24"
"Not Sated about Fuel","50"
"OthersFuel","3"
"Wood/FireWood","6188"
"Total","6346"
