"Population by Five Years Age Group","Number"
"0-4",""
"Female","1579"
"Male","1790"
"10-14",""
"Female","2732"
"Male","2795"
"15-19",""
"Female","2694"
"Male","2312"
"20-24",""
"Female","2522"
"Male","1583"
"25-29",""
"Female","2142"
"Male","1181"
"30-34",""
"Female","1817"
"Male","1175"
"35-39",""
"Female","1506"
"Male","1063"
"40-44",""
"Female","1298"
"Male","1012"
"45-49",""
"Female","1052"
"Male","896"
"50-54",""
"Female","912"
"Male","845"
"55-59",""
"Female","763"
"Male","680"
"5-9",""
"Female","2100"
"Male","2383"
"60-64",""
"Female","641"
"Male","629"
"65-69",""
"Female","497"
"Male","525"
"70-74",""
"Female","327"
"Male","343"
"75+",""
"Female","418"
"Male","455"
