"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","921"
"Cow Dung","9"
"Electricity","11"
"Kerosene","34"
"LP Gas","2258"
"Not stated","55"
"Others","12"
"Wood/Firewood","5956"
"Total","9256"
