"Population by Single Year of Age","Number"
"0",""
"Female","318"
"Male","365"
"1",""
"Female","245"
"Male","307"
"10",""
"Female","522"
"Male","578"
"11",""
"Female","492"
"Male","468"
"12",""
"Female","580"
"Male","633"
"13",""
"Female","588"
"Male","562"
"14",""
"Female","550"
"Male","554"
"15",""
"Female","560"
"Male","589"
"16",""
"Female","536"
"Male","478"
"17",""
"Female","506"
"Male","454"
"18",""
"Female","618"
"Male","476"
"19",""
"Female","474"
"Male","315"
"2",""
"Female","334"
"Male","359"
"20",""
"Female","575"
"Male","382"
"21",""
"Female","473"
"Male","297"
"22",""
"Female","543"
"Male","335"
"23",""
"Female","455"
"Male","276"
"24",""
"Female","476"
"Male","293"
"25",""
"Female","533"
"Male","263"
"26",""
"Female","455"
"Male","239"
"27",""
"Female","408"
"Male","226"
"28",""
"Female","465"
"Male","249"
"29",""
"Female","281"
"Male","204"
"3",""
"Female","302"
"Male","338"
"30",""
"Female","621"
"Male","367"
"31",""
"Female","238"
"Male","164"
"32",""
"Female","400"
"Male","277"
"33",""
"Female","297"
"Male","188"
"34",""
"Female","261"
"Male","179"
"35",""
"Female","522"
"Male","355"
"36",""
"Female","302"
"Male","180"
"37",""
"Female","205"
"Male","151"
"38",""
"Female","286"
"Male","235"
"39",""
"Female","191"
"Male","142"
"4",""
"Female","380"
"Male","421"
"40",""
"Female","523"
"Male","383"
"41",""
"Female","152"
"Male","157"
"42",""
"Female","256"
"Male","195"
"43",""
"Female","190"
"Male","146"
"44",""
"Female","177"
"Male","131"
"45",""
"Female","383"
"Male","316"
"46",""
"Female","174"
"Male","154"
"47",""
"Female","144"
"Male","115"
"48",""
"Female","228"
"Male","212"
"49",""
"Female","123"
"Male","99"
"5",""
"Female","371"
"Male","425"
"50",""
"Female","390"
"Male","315"
"51",""
"Female","129"
"Male","124"
"52",""
"Female","188"
"Male","175"
"53",""
"Female","105"
"Male","110"
"54",""
"Female","100"
"Male","121"
"55",""
"Female","249"
"Male","227"
"56",""
"Female","146"
"Male","139"
"57",""
"Female","121"
"Male","88"
"58",""
"Female","144"
"Male","130"
"59",""
"Female","103"
"Male","96"
"6",""
"Female","375"
"Male","418"
"60",""
"Female","258"
"Male","240"
"61",""
"Female","105"
"Male","105"
"62",""
"Female","104"
"Male","111"
"63",""
"Female","91"
"Male","92"
"64",""
"Female","83"
"Male","81"
"65",""
"Female","191"
"Male","174"
"66",""
"Female","71"
"Male","68"
"67",""
"Female","89"
"Male","99"
"68",""
"Female","103"
"Male","129"
"69",""
"Female","43"
"Male","55"
"7",""
"Female","448"
"Male","500"
"70",""
"Female","165"
"Male","145"
"71",""
"Female","44"
"Male","49"
"72",""
"Female","56"
"Male","63"
"73",""
"Female","38"
"Male","51"
"74",""
"Female","24"
"Male","35"
"75",""
"Female","85"
"Male","86"
"76",""
"Female","28"
"Male","43"
"77",""
"Female","25"
"Male","31"
"78",""
"Female","48"
"Male","63"
"79",""
"Female","17"
"Male","21"
"8",""
"Female","448"
"Male","553"
"80",""
"Female","63"
"Male","42"
"81",""
"Female","15"
"Male","22"
"82",""
"Female","22"
"Male","24"
"83",""
"Female","11"
"Male","12"
"84",""
"Female","20"
"Male","17"
"85",""
"Female","84"
"Male","94"
"9",""
"Female","458"
"Male","487"
